,avg_memory_usage,avg_per_usage,kernel_cpu_usage,max_memory_usage,memory_cache,time_recorded,total_cpu_usage,user_cpu_usage
85,12886016,111585707.33333333,230000000,51175424,1437696,2018-10-08T21:14:19.134539898Z,334757122,90000000
86,12886016,111636636.33333333,230000000,51175424,1437696,2018-10-08T21:14:20.139519652Z,334909909,90000000
87,12886016,111689232.66666667,230000000,51175424,1437696,2018-10-08T21:14:21.14225053Z,335067698,90000000
88,12886016,111740691.66666667,230000000,51175424,1437696,2018-10-08T21:14:22.146320519Z,335222075,90000000
89,12886016,111789015.33333333,230000000,51175424,1437696,2018-10-08T21:14:23.148212863Z,335367046,90000000
90,12886016,111833992.66666667,230000000,51175424,1437696,2018-10-08T21:14:24.150126489Z,335501978,90000000
91,12886016,111896577.33333333,230000000,51175424,1437696,2018-10-08T21:14:25.154602003Z,335689732,90000000
92,12886016,111949124.0,230000000,51175424,1437696,2018-10-08T21:14:26.164970074Z,335847372,90000000
93,12886016,112008494.0,230000000,51175424,1437696,2018-10-08T21:14:27.168550857Z,336025482,90000000
94,12886016,112070609.33333333,230000000,51175424,1437696,2018-10-08T21:14:28.179097608Z,336211828,90000000
95,12886016,112121189.33333333,230000000,51175424,1437696,2018-10-08T21:14:29.18934916Z,336363568,90000000
96,12886016,112169530.0,230000000,51175424,1437696,2018-10-08T21:14:30.199229Z,336508590,90000000
97,12886016,112224056.0,230000000,51175424,1437696,2018-10-08T21:14:31.201918848Z,336672168,90000000
98,12886016,112275672.0,230000000,51175424,1437696,2018-10-08T21:14:32.20447869Z,336827016,90000000
99,12886016,112335717.66666667,230000000,51175424,1437696,2018-10-08T21:14:33.211040433Z,337007153,90000000
100,12886016,112397042.0,230000000,51175424,1437696,2018-10-08T21:14:34.214194199Z,337191126,90000000
101,12886016,112447105.66666667,230000000,51175424,1437696,2018-10-08T21:14:35.217674269Z,337341317,90000000
102,12886016,112497405.66666667,230000000,51175424,1437696,2018-10-08T21:14:36.226387352Z,337492217,90000000
103,12886016,112541604.0,230000000,51175424,1437696,2018-10-08T21:14:37.236081748Z,337624812,90000000
104,12886016,112606608.33333333,230000000,51175424,1437696,2018-10-08T21:14:38.218325642Z,337819825,90000000
105,12886016,112660757.0,230000000,51175424,1437696,2018-10-08T21:14:39.229426286Z,337982271,90000000
106,12886016,112713841.33333333,230000000,51175424,1437696,2018-10-08T21:14:40.241077156Z,338141524,90000000
107,12886016,112771884.66666667,230000000,51175424,1437696,2018-10-08T21:14:41.245339849Z,338315654,90000000
108,12886016,112826284.33333333,230000000,51175424,1437696,2018-10-08T21:14:42.257313764Z,338478853,90000000
109,12886016,112880621.33333333,230000000,51175424,1437696,2018-10-08T21:14:43.259521585Z,338641864,90000000
110,12886016,112930502.33333333,230000000,51175424,1437696,2018-10-08T21:14:44.262061668Z,338791507,90000000
111,12886016,112978161.0,230000000,51175424,1437696,2018-10-08T21:14:45.268162717Z,338934483,90000000
112,12886016,113026177.0,230000000,51175424,1437696,2018-10-08T21:14:46.279713351Z,339078531,90000000
113,12886016,113085356.0,230000000,51175424,1437696,2018-10-08T21:14:47.285762368Z,339256068,90000000
114,12886016,113139794.0,230000000,51175424,1437696,2018-10-08T21:14:48.294331757Z,339419382,90000000
115,12886016,113185025.66666667,230000000,51175424,1437696,2018-10-08T21:14:49.303396502Z,339555077,90000000
116,12886016,113235846.33333333,230000000,51175424,1437696,2018-10-08T21:14:50.306337447Z,339707539,90000000
117,12886016,113285835.0,230000000,51175424,1437696,2018-10-08T21:14:51.318500568Z,339857505,90000000
118,12886016,113334999.0,230000000,51175424,1437696,2018-10-08T21:14:52.324925645Z,340004997,90000000
119,13017088,113972323.33333333,230000000,51175424,1437696,2018-10-08T21:14:53.329071619Z,341916970,90000000
120,13017088,114022492.0,230000000,51175424,1437696,2018-10-08T21:14:54.331013641Z,342067476,90000000
121,13017088,114073639.66666667,230000000,51175424,1437696,2018-10-08T21:14:55.339404759Z,342220919,90000000
122,13017088,114135502.66666667,230000000,51175424,1437696,2018-10-08T21:14:56.351190901Z,342406508,90000000
123,13017088,114185191.0,230000000,51175424,1437696,2018-10-08T21:14:57.363948559Z,342555573,90000000
124,13017088,114241814.66666667,230000000,51175424,1437696,2018-10-08T21:14:58.370191919Z,342725444,90000000
125,13017088,114297052.33333333,230000000,51175424,1437696,2018-10-08T21:14:59.372926345Z,342891157,90000000
126,13017088,114342122.33333333,230000000,51175424,1437696,2018-10-08T21:15:00.375002875Z,343026367,90000000
